1,MisterBiggles,1427787185.0
1,Ghost,1427789795.0
1,mountainhigh9,1427799804.0
1,Meliodaz,1428194955.0
1,Maser,1427796554.0
1,avatarp,1427912645.0
1,freefallin7,1428224350.0
2,daflame,1427796591.0
3,darksystem,1427799689.0
3,waitingkey,1427799799.0
3,Ghost,1427799925.0
3,mountainhigh9,1427800426.0
3,sinordos,1427809005.0
4,victoryao27,1427811056.0
4,Ghost,1427811586.0
4,avatarp,1427912525.0
4,kamesenin,1428251287.0
4,waitingkey,1427811676.0
4,BENDYMAN,1427965787.0
4,darkness0243,1428491274.0
5,romanlapever,1427811691.0
5,darkness0243,1428222667.0
6,Ghost,1427548994.0
6,Amerigo,1427588177.0
6,Lebowski,1427781147.0
6,mountainhigh9,1427617502.0
6,MisterBiggles,1427778210.0
7,Tsquared,1427816674.0
7,mountainhigh9,1427816969.0
7,Meliodaz,1428193901.0
7,MisterBiggles,1428295250.0
7,bongocharlie,1428900282.0
7,waitingkey,1427817140.0
7,darkness0243,1428344225.0
8,darkmilitia,1427818850.0
8,waitingkey,1427819232.0
8,MisterBiggles,1428121517.0
8,anonpsychosis,1428317260.0
8,Meliodaz,1428101634.0
9,Ricky-Spanish,1427825284.0
9,waitingkey,1427826197.0
9,sinordos,1427905850.0
9,Ghost,1427875172.0
9,mountainhigh9,1427917494.0
9,Millz,1428417190.0
10,Sacky,1427831933.0
10,mountainhigh9,1427832230.0
10,Ghost,1427873590.0
11,ZuluAlpha,1427846077.0
11,Ghost,1427861424.0
11,Jamalwashere,1427872497.0
12,AgentQ,1427907849.0
12,Lebowski,1427908340.0
12,Lord Flacko,1428423628.0
12,Esoterica,1427914610.0
13,Ghost,1427549883.0
13,waitingkey,1427576465.0
13,BENDYMAN,1427607282.0
13,Meliodaz,1428194706.0
13,REALDEAL,1427584612.0
13,Jamalwashere,1427893090.0
14,ZuluAlpha,1427924167.0
15,Ghost,1427955101.0
15,Ichi,1428633157.0
16,Tsquared,1428008767.0
16,Ghost,1428037261.0
16,Esoterica,1428055972.0
17,Ghost,1428038987.0
17,darkness0243,1428222757.0
18,Meliodaz,1428084580.0
18,Lebowski,1428085406.0
18,Ghost,1428085449.0
19,Meliodaz,1428102015.0
20,Esoterica,1427550772.0
20,Dog_Eyes,1427556855.0
21,Ricky-Spanish,1428236690.0
22,avatarp,1428241178.0
22,Ghost,1428243740.0
23,redson354,1428282902.0
23,Ghost,1428291679.0
24,cankar,1428332478.0
24,Ghost,1428333538.0
25,mountainhigh9,1428405319.0
25,darkmilitia,1428467221.0
25,Ghost,1428468574.0
26,sharedanon,1428408049.0
27,bongos,1427557569.0
27,Esoterica,1427559186.0
27,Ghost,1427570824.0
27,DontheDuke,1427569206.0
28,Lord Flacko,1428421791.0
28,Ghost,1428422736.0
28,mountainhigh9,1428423695.0
28,OxyMonster,1428489606.0
28,toddmurry,1428779986.0
28,Lebowski,1428424621.0
29,Lebowski,1428428573.0
30,mountainhigh9,1428432389.0
31,Ganjaman,1428437767.0
31,mountainhigh9,1428437923.0
31,Ghost,1428481150.0
32,OxyMonster,1428465020.0
33,OxyMonster,1428466257.0
33,Ghost,1428478316.0
33,Lebowski,1428519020.0
34,OxyMonster,1428509828.0
34,toddmurry,1428780053.0
35,Jamalwashere,1428514253.0
36,OxyMonster,1428554939.0
36,Ghost,1428559829.0
36,mountainhigh9,1428592221.0
38,BroomBroomVends,1427557931.0
38,Esoterica,1427558309.0
38,waitingkey,1427576284.0
38,darksystem,1427800125.0
38,Viquhh,1427827028.0
38,mountainhigh9,1427559251.0
38,starz,1427823576.0
38,Ghost,1428158879.0
39,softwarez,1428664951.0
39,Lebowski,1428679532.0
39,ZuluAlpha,1428920002.0
39,Ghost,1428680272.0
39,mountainhigh9,1428693972.0
43,dminvestments,1428779042.0
43,mountainhigh9,1428779441.0
